2.5092 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
43.9969 	WARNING 	User requested fullscreen with size [1024  768], but screen is actually [1920, 1080]. Using actual size
45.3902 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, backendConf=UNKNOWN, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001B53AAD35C0>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000001B53AA000B8>, multiSample=False, name='window1', numSamples=2, pos=[0.0, 0.0], screen=0, size=array([1920, 1080]), stencilBits=0, stereo=False, units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
45.3907 	EXP 	window1: mouseVisible = True
45.3908 	EXP 	window1: recordFrameIntervals = False
45.5561 	EXP 	window1: recordFrameIntervals = True
45.7390 	EXP 	window1: recordFrameIntervals = False
45.8925 	EXP 	Created new_trial_text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='new_trial_text', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='New trial', units='height', win=Window(...), wrapWidth=1)
45.8964 	EXP 	Created cross = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-1.0, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([1., 1., 1.]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=1.0, name='cross', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([0.25, 0.25]), units='height', vertices=ndarray(...), win=Window(...), windingRule=None)
45.8983 	EXP 	Created cue_right = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-2.0, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([1., 1., 1.]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=1.0, name='cue_right', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([0.25, 0.25]), units='height', vertices=ndarray(...), win=Window(...), windingRule=None)
45.9001 	EXP 	Created cue_left = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-3.0, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([1., 1., 1.]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=1.0, name='cue_left', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([0.5, 0.5]), units='height', vertices=ndarray(...), win=Window(...), windingRule=None)
45.9276 	EXP 	window1: mouseVisible = True
45.9277 	EXP 	window1: mouseVisible = False
45.9278 	WARNING 	joystick_0: Using keyboard emulation 'ctrl' + 'Alt' + digit.
45.9318 	EXP 	window1: mouseVisible = True
45.9320 	EXP 	window1: mouseVisible = False
45.9320 	WARNING 	joystick_0: Using keyboard emulation 'ctrl' + 'Alt' + digit.
45.9358 	EXP 	window1: mouseVisible = True
45.9360 	EXP 	window1: mouseVisible = False
45.9360 	WARNING 	joystick_0: Using keyboard emulation 'ctrl' + 'Alt' + digit.
45.9398 	EXP 	window1: mouseVisible = True
45.9399 	EXP 	window1: mouseVisible = False
45.9399 	WARNING 	joystick_0: Using keyboard emulation 'ctrl' + 'Alt' + digit.
45.9439 	EXP 	window1: mouseVisible = True
45.9440 	EXP 	window1: mouseVisible = False
45.9440 	WARNING 	joystick_0: Using keyboard emulation 'ctrl' + 'Alt' + digit.
45.9464 	EXP 	Created cross2 = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-14.0, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([1., 1., 1.]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=1.0, name='cross2', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([0.25, 0.25]), units='height', vertices=ndarray(...), win=Window(...), windingRule=None)
45.9596 	EXP 	Created feedback_string = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='feedback_string', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='This is the feedback routine', units='height', win=Window(...), wrapWidth=1)
45.9599 	EXP 	Created sequence: sequential, trialTypes=1, nReps=8, seed=None
45.9601 	EXP 	New trial (rep=0, index=0): None
45.9602 	EXP 	Created sequence: sequential, trialTypes=1, nReps=10, seed=None
45.9604 	EXP 	New trial (rep=0, index=0): None
46.3399 	EXP 	new_trial_text: autoDraw = True
46.4566 	EXP 	new_trial_text: autoDraw = False
46.9527 	EXP 	cross: autoDraw = True
48.9525 	EXP 	cross: autoDraw = False
49.9525 	EXP 	cue_right: autoDraw = True
49.9525 	EXP 	cue_left: autoDraw = True
51.9529 	EXP 	cue_right: autoDraw = False
51.9529 	EXP 	cue_left: autoDraw = False
51.9529 	EXP 	cross2: autoDraw = True
61.9470 	EXP 	New trial (rep=1, index=0): None
61.9529 	EXP 	cross2: autoDraw = False
61.9529 	EXP 	new_trial_text: autoDraw = False
61.9529 	EXP 	cross: autoDraw = False
61.9529 	EXP 	cue_right: autoDraw = False
61.9529 	EXP 	cue_left: autoDraw = False
61.9529 	EXP 	cross2: autoDraw = False
61.9529 	EXP 	new_trial_text: autoDraw = True
62.4530 	EXP 	new_trial_text: autoDraw = False
62.9533 	EXP 	cross: autoDraw = True
64.9527 	EXP 	cross: autoDraw = False
65.9531 	EXP 	cue_right: autoDraw = True
65.9531 	EXP 	cue_left: autoDraw = True
67.9531 	EXP 	cue_right: autoDraw = False
67.9531 	EXP 	cue_left: autoDraw = False
67.9531 	EXP 	cross2: autoDraw = True
77.9447 	EXP 	New trial (rep=2, index=0): None
77.9531 	EXP 	cross2: autoDraw = False
77.9531 	EXP 	new_trial_text: autoDraw = False
77.9531 	EXP 	cross: autoDraw = False
77.9531 	EXP 	cue_right: autoDraw = False
77.9531 	EXP 	cue_left: autoDraw = False
77.9531 	EXP 	cross2: autoDraw = False
77.9531 	EXP 	new_trial_text: autoDraw = True
78.4401 	EXP 	new_trial_text: autoDraw = False
78.9365 	EXP 	cross: autoDraw = True
80.9366 	EXP 	cross: autoDraw = False
81.9366 	EXP 	cue_right: autoDraw = True
81.9366 	EXP 	cue_left: autoDraw = True
83.9365 	EXP 	cue_right: autoDraw = False
83.9365 	EXP 	cue_left: autoDraw = False
83.9365 	EXP 	cross2: autoDraw = True
93.9245 	EXP 	New trial (rep=3, index=0): None
93.9371 	EXP 	cross2: autoDraw = False
93.9371 	EXP 	new_trial_text: autoDraw = False
93.9371 	EXP 	cross: autoDraw = False
93.9371 	EXP 	cue_right: autoDraw = False
93.9371 	EXP 	cue_left: autoDraw = False
93.9371 	EXP 	cross2: autoDraw = False
93.9371 	EXP 	new_trial_text: autoDraw = True
94.4236 	EXP 	new_trial_text: autoDraw = False
94.9235 	EXP 	cross: autoDraw = True
96.9201 	EXP 	cross: autoDraw = False
97.9203 	EXP 	cue_right: autoDraw = True
97.9203 	EXP 	cue_left: autoDraw = True
99.9202 	EXP 	cue_right: autoDraw = False
99.9202 	EXP 	cue_left: autoDraw = False
99.9202 	EXP 	cross2: autoDraw = True
101.7072 	DATA 	Keypress: escape
101.8224 	EXP 	window1: mouseVisible = True
